seqid	geneID	source	type_gene	start_gene	end_gene	score_gene	strand_gene	phase_gene	attributes_gene	nchildrenhit	Program_code_geneID	childnames_hit	childnames_protein_hit	Prog_single_hits	childnames_NLRtracker	children_Status_Ntr	children_Domain	children_DomainSimpl	children_Subclass_p	Status_Ntr_cons	Domain_cons	DomainSimpl_cons	Subclass_p_cons	exclusive_MLKL	childnames_hmmer	children_profiles	profile_combi_cons	nonLRR_profile	childnames_NLRannotator	annotNLR	nRegions	NLRtrackerhit	hmmerhit	NLRannotatorhit	inNLRannotatoronlyregion	priority_geneID	priority_note
CP002688.1	gene-AT5G22610	Genbank	gene	7515217	7516976	.	+	.	ID=gene-AT5G22610;Dbxref=Araport:AT5G22610,TAIR:AT5G22610;Name=AT5G22610;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.3,MDJ22_3;locus_tag=AT5G22610	2	2	rna-gnl|JCVI|mRNA.AT5G22610.1;rna-gnl|JCVI|mRNA.AT5G22610.2	AED93051.1;ANM70114.1	2;2										NA	rna-gnl|JCVI|mRNA.AT5G22610.1;rna-gnl|JCVI|mRNA.AT5G22610.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G22660	Genbank	gene	7536236	7538052	.	-	.	ID=gene-AT5G22660;Dbxref=Araport:AT5G22660,TAIR:AT5G22660;Name=AT5G22660;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.8,MDJ22_8;locus_tag=AT5G22660	2	2	rna-gnl|JCVI|mRNA.AT5G22660.1;rna-gnl|JCVI|mRNA.AT5G22660.2	AED93060.1;AED93061.1	2;2										NA	rna-gnl|JCVI|mRNA.AT5G22660.1;rna-gnl|JCVI|mRNA.AT5G22660.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G22670	Genbank	gene	7538192	7539685	.	-	.	ID=gene-AT5G22670;Dbxref=Araport:AT5G22670,TAIR:AT5G22670;Name=AT5G22670;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.9,MDJ22_9;locus_tag=AT5G22670	1	2	rna-gnl|JCVI|mRNA.AT5G22670.1	AED93062.1	2										NA	rna-gnl|JCVI|mRNA.AT5G22670.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G22690	Genbank	gene	7541072	7545256	.	+	.	ID=gene-AT5G22690;Dbxref=Araport:AT5G22690,TAIR:AT5G22690;Name=AT5G22690;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.11,MDJ22_11;locus_tag=AT5G22690	4	7	rna-gnl|JCVI|mRNA.AT5G22690.1;rna-gnl|JCVI|mRNA.AT5G22690.3;rna-gnl|JCVI|mRNA.AT5G22690.2;rna-gnl|JCVI|mRNA.AT5G22690.4	AED93064.1;ANM69681.1;ANM69682.1;ANM69683.1	7;7;7;7	rna-gnl|JCVI|mRNA.AT5G22690.1;rna-gnl|JCVI|mRNA.AT5G22690.3;rna-gnl|JCVI|mRNA.AT5G22690.2;rna-gnl|JCVI|mRNA.AT5G22690.4	NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;TNLJ;TNLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G22690.1;rna-gnl|JCVI|mRNA.AT5G22690.3;rna-gnl|JCVI|mRNA.AT5G22690.2;rna-gnl|JCVI|mRNA.AT5G22690.4	TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT5G22690.1;rna-gnl|JCVI|mRNA.AT5G22690.3;rna-gnl|JCVI|mRNA.AT5G22690.2;rna-gnl|JCVI|mRNA.AT5G22690.4	CP002688.1_nlr_3:7541392-7544040	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G22700	Genbank	gene	7545481	7549393	.	-	.	ID=gene-AT5G22700;Dbxref=Araport:AT5G22700,TAIR:AT5G22700;Name=AT5G22700;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.12,MDJ22_12;locus_tag=AT5G22700	6	2	rna-gnl|JCVI|mRNA.AT5G22700.1;rna-gnl|JCVI|mRNA.AT5G22700.4;rna-gnl|JCVI|mRNA.AT5G22700.3;rna-gnl|JCVI|mRNA.AT5G22700.2;rna-gnl|JCVI|mRNA.AT5G22700.6;rna-gnl|JCVI|mRNA.AT5G22700.5	AED93065.1;ANM71010.1;ANM71012.1;ANM71013.1;ANM71011.1;ANM71014.1	2;2;2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT5G22700.1;rna-gnl|JCVI|mRNA.AT5G22700.4;rna-gnl|JCVI|mRNA.AT5G22700.3;rna-gnl|JCVI|mRNA.AT5G22700.2;rna-gnl|JCVI|mRNA.AT5G22700.6;rna-gnl|JCVI|mRNA.AT5G22700.5	L;L;L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G22720	Genbank	gene	7549565	7551174	.	-	.	ID=gene-AT5G22720;Dbxref=Araport:AT5G22720,TAIR:AT5G22720;Name=AT5G22720;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.14,MDJ22_14;locus_tag=AT5G22720	1	2	rna-gnl|JCVI|mRNA.AT5G22720.1	AED93066.2	2										NA	rna-gnl|JCVI|mRNA.AT5G22720.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G22730	Genbank	gene	7551364	7553537	.	-	.	ID=gene-AT5G22730;Dbxref=Araport:AT5G22730,TAIR:AT5G22730;Name=AT5G22730;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MDJ22.15,MDJ22_15;locus_tag=AT5G22730	3	2	rna-gnl|JCVI|mRNA.AT5G22730.2;rna-gnl|JCVI|mRNA.AT5G22730.1;rna-gnl|JCVI|mRNA.AT5G22730.3	ANM69442.1;AED93068.1;ANM69443.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT5G22730.2;rna-gnl|JCVI|mRNA.AT5G22730.1;rna-gnl|JCVI|mRNA.AT5G22730.3	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G23340	Genbank	gene	7856039	7858319	.	+	.	ID=gene-AT5G23340;Dbxref=Araport:AT5G23340,TAIR:AT5G23340;Name=AT5G23340;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MKD15.20,MKD15_20;locus_tag=AT5G23340	1	2	rna-gnl|JCVI|mRNA.AT5G23340.1	AED93153.1	2										NA	rna-gnl|JCVI|mRNA.AT5G23340.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G23400	Genbank	gene	7880272	7882634	.	+	.	ID=gene-AT5G23400;Dbxref=Araport:AT5G23400,TAIR:AT5G23400;Name=AT5G23400;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=K19M13.1,K19M13_1;locus_tag=AT5G23400	1	2	rna-gnl|JCVI|mRNA.AT5G23400.1	AED93160.1	2										NA	rna-gnl|JCVI|mRNA.AT5G23400.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G24100	Genbank	gene	8148544	8151385	.	+	.	ID=gene-AT5G24100;Dbxref=Araport:AT5G24100,TAIR:AT5G24100;Name=AT5G24100;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MZF18.1,MZF18_1;locus_tag=AT5G24100	1	2	rna-gnl|JCVI|mRNA.AT5G24100.1	AED93256.1	2										NA	rna-gnl|JCVI|mRNA.AT5G24100.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G25350	Genbank	gene	8794252	8797349	.	-	.	ID=gene-AT5G25350;Dbxref=Araport:AT5G25350,TAIR:AT5G25350;Name=EBF2;Note=Arabidopsis thaliana EIN3-binding F-box protein 2 (EBF2) mRNA. Part of the SCF complex%2C it is located in the nucleus and is involved in the ethylene-response pathway.;gbkey=Gene;gene=EBF2;gene_biotype=protein_coding;gene_synonym=EIN3-binding F box protein 2,F18G18.90,F18G18_90;locus_tag=AT5G25350	1	2	rna-gnl|JCVI|mRNA.AT5G25350.1	AED93429.1	2										NA	rna-gnl|JCVI|mRNA.AT5G25350.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G25550	Genbank	gene	8893989	8895914	.	+	.	ID=gene-AT5G25550;Dbxref=Araport:AT5G25550,TAIR:AT5G25550;Name=AT5G25550;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T14C9.90,T14C9_90;locus_tag=AT5G25550	1	2	rna-gnl|JCVI|mRNA.AT5G25550.1	AED93461.1	2										NA	rna-gnl|JCVI|mRNA.AT5G25550.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G25850	Genbank	gene	9014082	9015917	.	+	.	ID=gene-AT5G25850;Dbxref=Araport:AT5G25850,TAIR:AT5G25850;Name=AT5G25850;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F18A17.100,F18A17_100;locus_tag=AT5G25850	1	2	rna-gnl|JCVI|mRNA.AT5G25850.1	AED93494.1	2										NA	rna-gnl|JCVI|mRNA.AT5G25850.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G25910	Genbank	gene	9038860	9041377	.	+	.	ID=gene-AT5G25910;Dbxref=Araport:AT5G25910,TAIR:AT5G25910;Name=RLP52;Note=putative disease resistance protein induced by chitin oligomers.;gbkey=Gene;gene=RLP52;gene_biotype=protein_coding;gene_synonym=AtRLP52,receptor like protein 52,T1N24.21,T1N24_21;locus_tag=AT5G25910	1	2	rna-gnl|JCVI|mRNA.AT5G25910.1	AED93500.1	2										NA	rna-gnl|JCVI|mRNA.AT5G25910.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G25930	Genbank	gene	9050660	9054143	.	+	.	ID=gene-AT5G25930;Dbxref=Araport:AT5G25930,TAIR:AT5G25930;Name=AT5G25930;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F18A17.4;locus_tag=AT5G25930	1	2	rna-gnl|JCVI|mRNA.AT5G25930.1	AED93502.1	2										NA	rna-gnl|JCVI|mRNA.AT5G25930.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G27060	Genbank	gene	9521978	9525478	.	-	.	ID=gene-AT5G27060;Dbxref=Araport:AT5G27060,TAIR:AT5G27060;Name=RLP53;gbkey=Gene;gene=RLP53;gene_biotype=protein_coding;gene_synonym=AtRLP53,F15P11.4,F15P11_4,receptor like protein 53;locus_tag=AT5G27060	3	2	rna-gnl|JCVI|mRNA.AT5G27060.1;rna-gnl|JCVI|mRNA.AT5G27060.3;rna-gnl|JCVI|mRNA.AT5G27060.2	AED93645.1;ANM71208.1;ANM71209.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT5G27060.1;rna-gnl|JCVI|mRNA.AT5G27060.3;rna-gnl|JCVI|mRNA.AT5G27060.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G27750	Genbank	gene	9828229	9830259	.	+	.	ID=gene-AT5G27750;Dbxref=Araport:AT5G27750,TAIR:AT5G27750;Name=AT5G27750;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T1G16.80,T1G16_80;locus_tag=AT5G27750	2	2	rna-gnl|JCVI|mRNA.AT5G27750.2;rna-gnl|JCVI|mRNA.AT5G27750.1	ANM71025.1;AED93721.1	2;2										NA	rna-gnl|JCVI|mRNA.AT5G27750.2;rna-gnl|JCVI|mRNA.AT5G27750.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G27920	Genbank	gene	9941734	9944942	.	-	.	ID=gene-AT5G27920;Dbxref=Araport:AT5G27920,TAIR:AT5G27920;Name=AT5G27920;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=F15F15.2;locus_tag=AT5G27920	1	2	rna-gnl|JCVI|mRNA.AT5G27920.1	AED93744.1	2										NA	rna-gnl|JCVI|mRNA.AT5G27920.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G35390	Genbank	gene	13596824	13599269	.	+	.	ID=gene-AT5G35390;Dbxref=Araport:AT5G35390,TAIR:AT5G35390;Name=PRK1;Note=Encodes a member of the receptor-like kinase family of genes. In pollen tubes%2C it accumulates in the plasma membrane of the apical growing tip through the process of exocytosis.;gbkey=Gene;gene=PRK1;gene_biotype=protein_coding;gene_synonym=pollen receptor like kinase 1,T26D22.9,T26D22_9;locus_tag=AT5G35390	1	2	rna-gnl|JCVI|mRNA.AT5G35390.1	AED93962.1	2										NA	rna-gnl|JCVI|mRNA.AT5G35390.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G35450	Genbank	gene	13666524	13671200	.	+	.	ID=gene-AT5G35450;Dbxref=Araport:AT5G35450,TAIR:AT5G35450;Name=AT5G35450;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MOK9.3,MOK9_3;locus_tag=AT5G35450	2	7	rna-gnl|JCVI|mRNA.AT5G35450.1;rna-gnl|JCVI|mRNA.AT5G35450.2	AED93968.1;ANM70947.1	7;7	rna-gnl|JCVI|mRNA.AT5G35450.1;rna-gnl|JCVI|mRNA.AT5G35450.2	NLR;NLR	(CC)(NBARC)(LRR);(CC)(NBARC)(LRR)	CNL;CNL	CC-NLR;CC-NLR	NLR	(CC)(NBARC)(LRR)	CNL	CC-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G35450.1;rna-gnl|JCVI|mRNA.AT5G35450.2	N;N	N	1	rna-gnl|JCVI|mRNA.AT5G35450.1;rna-gnl|JCVI|mRNA.AT5G35450.2	CP002688.1_nlr_4:13668084-13670532	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G35926	Genbank	gene	14062676	14066323	.	+	.	ID=gene-AT5G35926;Dbxref=Araport:AT5G35926,TAIR:AT5G35926;Name=AT5G35926;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT5G35926	2	2	rna-gnl|JCVI|mRNA.AT5G35926.2;rna-gnl|JCVI|mRNA.AT5G35926.1	ANM70591.1;AED94028.2	2;2										NA	rna-gnl|JCVI|mRNA.AT5G35926.2;rna-gnl|JCVI|mRNA.AT5G35926.1	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G35995	Genbank	gene	14136394	14138647	.	-	.	ID=gene-AT5G35995;Dbxref=Araport:AT5G35995,TAIR:AT5G35995;Name=AT5G35995;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT5G35995	2	2	rna-gnl|JCVI|mRNA.AT5G35995.1;rna-gnl|JCVI|mRNA.AT5G35995.2	AED94037.1;AED94038.1	2;2										NA	rna-gnl|JCVI|mRNA.AT5G35995.1;rna-gnl|JCVI|mRNA.AT5G35995.2	L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G36930	Genbank	gene	14567444	14573206	.	-	.	ID=gene-AT5G36930;Dbxref=Araport:AT5G36930,TAIR:AT5G36930;Name=AT5G36930;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MLF18.50,MLF18_50;locus_tag=AT5G36930	4	7	rna-gnl|JCVI|mRNA.AT5G36930.1;rna-gnl|JCVI|mRNA.AT5G36930.2;rna-gnl|JCVI|mRNA.AT5G36930.4;rna-gnl|JCVI|mRNA.AT5G36930.3	AED94128.1;AED94129.1;ANM68925.1;ANM68926.1	7;7;7;7	rna-gnl|JCVI|mRNA.AT5G36930.1;rna-gnl|JCVI|mRNA.AT5G36930.2;rna-gnl|JCVI|mRNA.AT5G36930.4;rna-gnl|JCVI|mRNA.AT5G36930.3	NLR;NLR;NLR;NLR	(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR);(TIR)(NBARC)(LRR)	TNL;TNL;TNL;TNL	TIR-NLR;TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G36930.1;rna-gnl|JCVI|mRNA.AT5G36930.2;rna-gnl|JCVI|mRNA.AT5G36930.4;rna-gnl|JCVI|mRNA.AT5G36930.3	TNL;TNL;TNL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT5G36930.1;rna-gnl|JCVI|mRNA.AT5G36930.2;rna-gnl|JCVI|mRNA.AT5G36930.4;rna-gnl|JCVI|mRNA.AT5G36930.3	CP002688.1_nlr_51:14567535-14571871	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G37450	Genbank	gene	14852606	14857166	.	-	.	ID=gene-AT5G37450;Dbxref=Araport:AT5G37450,TAIR:AT5G37450;Name=AT5G37450;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=T25O11.15,T25O11_15;locus_tag=AT5G37450	4	2	rna-gnl|JCVI|mRNA.AT5G37450.1;rna-gnl|JCVI|mRNA.AT5G37450.3;rna-gnl|JCVI|mRNA.AT5G37450.2;rna-gnl|JCVI|mRNA.AT5G37450.4	AED94189.1;ANM71165.1;ANM71164.1;ANM71163.1	2;2;2;2										NA	rna-gnl|JCVI|mRNA.AT5G37450.1;rna-gnl|JCVI|mRNA.AT5G37450.3;rna-gnl|JCVI|mRNA.AT5G37450.2;rna-gnl|JCVI|mRNA.AT5G37450.4	L;L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G38340	Genbank	gene	15320375	15324832	.	+	.	ID=gene-AT5G38340;Dbxref=Araport:AT5G38340,TAIR:AT5G38340;Name=AT5G38340;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MSI17.60,MSI17_60;locus_tag=AT5G38340	3	7	rna-gnl|JCVI|mRNA.AT5G38340.1;rna-gnl|JCVI|mRNA.AT5G38340.2;rna-gnl|JCVI|mRNA.AT5G38340.3	AED94299.1;ANM68585.1;ANM68586.1	7;7;7	rna-gnl|JCVI|mRNA.AT5G38340.1;rna-gnl|JCVI|mRNA.AT5G38340.2;rna-gnl|JCVI|mRNA.AT5G38340.3	NLR;NLR;NLR	(TIR)(NBARC)(LRR)(CJID);(NBARC)(LRR)(CJID);(TIR)(NBARC)(LRR)(CJID)	TNLJ;NLJ;TNLJ	TIR-NLR;TIR-NLR;TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G38340.1;rna-gnl|JCVI|mRNA.AT5G38340.2;rna-gnl|JCVI|mRNA.AT5G38340.3	TNL;NL;TNL	TNL	1	rna-gnl|JCVI|mRNA.AT5G38340.1;rna-gnl|JCVI|mRNA.AT5G38340.2;rna-gnl|JCVI|mRNA.AT5G38340.3	CP002688.1_nlr_5:15320671-15323515	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G38344	Genbank	gene	15325785	15327160	.	+	.	ID=gene-AT5G38344;Dbxref=Araport:AT5G38344,TAIR:AT5G38344;Name=AT5G38344;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT5G38344	1	7	rna-gnl|JCVI|mRNA.AT5G38344.1	AED94300.1	7	rna-gnl|JCVI|mRNA.AT5G38344.1	TX	(TIR)	T	TX	TX	(TIR)	T	TX	FALSE	rna-gnl|JCVI|mRNA.AT5G38344.1	T	T	1	rna-gnl|JCVI|mRNA.AT5G38344.1	CP002688.1_nlr_6:15326123-15330985	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G38350	Genbank	gene	15328569	15331528	.	+	.	ID=gene-AT5G38350;Dbxref=Araport:AT5G38350,TAIR:AT5G38350;Name=AT5G38350;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MXI10.1,MXI10_1;locus_tag=AT5G38350	1	7	rna-gnl|JCVI|mRNA.AT5G38350.1	AED94301.1	7	rna-gnl|JCVI|mRNA.AT5G38350.1	NLR	(NBARC)(LRR)(CJID)	NLJ	TIR-NLR	NLR	(NBARC)(LRR)(CJID)	NLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G38350.1	NL	NL	1	rna-gnl|JCVI|mRNA.AT5G38350.1	CP002688.1_nlr_6:15326123-15330985	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G38390	Genbank	gene	15366011	15368053	.	+	.	ID=gene-AT5G38390;Dbxref=Araport:AT5G38390,TAIR:AT5G38390;Name=AT5G38390;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MXI10.9,MXI10_9;locus_tag=AT5G38390	1	2	rna-gnl|JCVI|mRNA.AT5G38390.1	AED94308.1	2										NA	rna-gnl|JCVI|mRNA.AT5G38390.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G38396	Genbank	gene	15373094	15374726	.	+	.	ID=gene-AT5G38396;Dbxref=Araport:AT5G38396,TAIR:AT5G38396;Name=AT5G38396;gbkey=Gene;gene_biotype=protein_coding;locus_tag=AT5G38396	1	2	rna-gnl|JCVI|mRNA.AT5G38396.1	AED94309.1	2										NA	rna-gnl|JCVI|mRNA.AT5G38396.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G38590	Genbank	gene	15451910	15453928	.	-	.	ID=gene-AT5G38590;Dbxref=Araport:AT5G38590,TAIR:AT5G38590;Name=AT5G38590;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MBB18.14,MBB18_14;locus_tag=AT5G38590	3	2	rna-gnl|JCVI|mRNA.AT5G38590.4;rna-gnl|JCVI|mRNA.AT5G38590.1;rna-gnl|JCVI|mRNA.AT5G38590.2	ANM69360.1;AED94339.1;AED94338.1	2;2;2										NA	rna-gnl|JCVI|mRNA.AT5G38590.4;rna-gnl|JCVI|mRNA.AT5G38590.1;rna-gnl|JCVI|mRNA.AT5G38590.2	L;L;L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G38850	Genbank	gene	15555156	15558882	.	+	.	ID=gene-AT5G38850;Dbxref=Araport:AT5G38850,TAIR:AT5G38850;Name=AT5G38850;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=K15E6.30,K15E6_30;locus_tag=AT5G38850	1	7	rna-gnl|JCVI|mRNA.AT5G38850.1	AED94366.1	7	rna-gnl|JCVI|mRNA.AT5G38850.1	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	NLR	(TIR)(NBARC)(LRR)(CJID)	TNLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G38850.1	TNL	TNL	1	rna-gnl|JCVI|mRNA.AT5G38850.1	CP002688.1_nlr_7:15555207-15557836	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G40060	Genbank	gene	16034441	16039096	.	+	.	ID=gene-AT5G40060;Dbxref=Araport:AT5G40060,TAIR:AT5G40060;Name=AT5G40060;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MUD12.40,MUD12_40;locus_tag=AT5G40060	2	7	rna-gnl|JCVI|mRNA.AT5G40060.1;rna-gnl|JCVI|mRNA.AT5G40060.2	AED94506.1;ANM69866.1	7;7	rna-gnl|JCVI|mRNA.AT5G40060.1;rna-gnl|JCVI|mRNA.AT5G40060.2	NLR;NLR	(NBARC)(LRR)(CJID);(NBARC)(LRR)(CJID)	NLJ;NLJ	TIR-NLR;TIR-NLR	NLR	(NBARC)(LRR)(CJID)	NLJ	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G40060.1;rna-gnl|JCVI|mRNA.AT5G40060.2	NL;NL	NL	1	rna-gnl|JCVI|mRNA.AT5G40060.1;rna-gnl|JCVI|mRNA.AT5G40060.2	CP002688.1_nlr_8:16034617-16039173	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G40090	Genbank	gene	16041919	16043733	.	-	.	ID=gene-AT5G40090;Dbxref=Araport:AT5G40090,TAIR:AT5G40090;Name=AT5G40090;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=CHL1,CHS1-like 1,MUD12.70,MUD12_70;locus_tag=AT5G40090	1	7	rna-gnl|JCVI|mRNA.AT5G40090.1	AED94509.1	7	rna-gnl|JCVI|mRNA.AT5G40090.1	NLR	(TIR)(NBARC)	TN	TIR-NLR	NLR	(TIR)(NBARC)	TN	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G40090.1	TN	TN	1	rna-gnl|JCVI|mRNA.AT5G40090.1	CP002688.1_nlr_50:16042336-16043947	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G40100	Genbank	gene	16043727	16047572	.	+	.	ID=gene-AT5G40100;Dbxref=Araport:AT5G40100,TAIR:AT5G40100;Name=AT5G40100;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MUD12.7,MUD12_7;locus_tag=AT5G40100	1	7	rna-gnl|JCVI|mRNA.AT5G40100.1	AED94510.1	7	rna-gnl|JCVI|mRNA.AT5G40100.1	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	NLR	(TIR)(NBARC)(LRR)	TNL	TIR-NLR	FALSE	rna-gnl|JCVI|mRNA.AT5G40100.1	TNL	TNL	1	rna-gnl|JCVI|mRNA.AT5G40100.1	CP002688.1_nlr_9:16044005-16047067	1	TRUE	TRUE	TRUE	FALSE	high	ProgCode_7
CP002688.1	gene-AT5G40170	Genbank	gene	16064859	16067628	.	-	.	ID=gene-AT5G40170;Dbxref=Araport:AT5G40170,TAIR:AT5G40170;Name=RLP54;gbkey=Gene;gene=RLP54;gene_biotype=protein_coding;gene_synonym=AtRLP54,MSN9.70,MSN9_70,receptor like protein 54;locus_tag=AT5G40170	1	2	rna-gnl|JCVI|mRNA.AT5G40170.1	AED94516.1	2										NA	rna-gnl|JCVI|mRNA.AT5G40170.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
CP002688.1	gene-AT5G40750	Genbank	gene	16308356	16309819	.	+	.	ID=gene-AT5G40750;Dbxref=Araport:AT5G40750,TAIR:AT5G40750;Name=AT5G40750;gbkey=Gene;gene_biotype=protein_coding;gene_synonym=MNF13.30,MNF13_30;locus_tag=AT5G40750	1	2	rna-gnl|JCVI|mRNA.AT5G40750.1	AED94590.1	2										NA	rna-gnl|JCVI|mRNA.AT5G40750.1	L	L	0			0	FALSE	TRUE	FALSE	FALSE	very_low	H_LRR
